"contract_id","case_filed_yr","case_filed_month","jurisdiction","zip","assign_atty","case_type","settlement_offer","amount_billed"
"009D317794   ","2013","12","Oklahoma            ","73159","169","05224",10000000,173200
" 680 4332X612","2012","01","Massachusetts       ","02356","712","05121",3090000,103200
" 680 3380N534","2012","08","California          ","92037","612","05219",0,15000
"007042C902   ","2013","07","New York            ","14621","665","05122",881000,34000
" 680 9A523818","2012","08","Tennessee           ","37604","712","05219",0,93600
"005A438553   ","2013","10","Texas               ","79902","147","05224",10000000,12100
" PACP7074R328","2012","08","Texas               ","79119","998","05106",0,19200
"001D089621   ","2013","04","Massachusetts       ","01603","612","05121",12580000,415900
" 680 1534P299","2012","08","New Jersey          ","07114","712","05213",0,5100
"002D45093A   ","2013","06","Virginia            ","22556","100","05122",1435000,38900
"007253C047   ","2013","10","New York            ","12037","169","05224",10000000,362300
"001387R739   ","2013","10","Arkansas            ","72212","169","05224",0,141100
"006701C373   ","2013","07","Massachusetts       ","01851","984","05223",360000,1825500
" 680 23E17861","2012","04","Pennsylvania        ","15068","612","05121",46028000,1178700
"001865L305   ","2013","04","New Mexico          ","88260","169","05121",3656000,96600
"008081P149   ","2013","04","Arizona             ","85383","665","05122",3245000,35800
"002C446920   ","2013","04","Illinois            ","60165","543","05121",17000000,423400
" 680 1271L030","2012","01","Colorado            ","80301","091","05219",0,1946400
"003320C903   ","2013","12","Kentucky            ","40507","639","05121",11548000,177000
" 680 5992H453","2012","08","Colorado            ","80907","651","05219",0,14400
" 680 6591M396","2012","08","California          ","95834","651","05119",0,8800
"006C302509   ","2013","03","New Hampshire       ","03878","100","05219",0,44800
"002A614627   ","2013","06","Connecticut         ","06062","100","05219",0,26800
"008C153151   ","2013","01","Texas               ","78758","612","05121",9000000,553700
"006E055915   ","2013","11","South Carolina      ","29617","010","05121",55708000,1757500
" 680 3B903928","2012","02","Connecticut         ","06854","091","05119",0,25200
" 680 0E395032","2012","08","Wisconsin           ","53597","994","05119",0,231300
" 680 3B374252","2012","08","New York            ","10016","712","05219",0,684900
"008204L98A   ","2013","12","Oklahoma            ","74017","100","05219",0,47400
"005367H44A   ","2013","08","Nebraska            ","68114","612","05121",3948000,146000
" 680 2342L995","2012","06","Kentucky            ","40965","926","05119",0,549500
" 680 5042M256","2012","08","New York            ","10011","471","05122",22962000,649500
" 680 0065P456","2012","08","Massachusetts       ","02190","090","05119",0,675600
"006385H245   ","2013","10","Oklahoma            ","73104","468","05122",4381000,116700
"004106N788   ","2013","05","North Carolina      ","28110","620","05121",68427000,938600
" 680 5719N401","2012","05","California          ","94588","599","05119",0,11700
"008704B363   ","2013","06","New York            ","11793","599","05121",0,65400
" 680 7C61184A","2012","08","California          ","92037","562","05119",0,2700
" 680 6A232898","2012","08","Pennsylvania        ","15658","091","05119",0,55600
"008219M490   ","2013","07","Maine               ","04912","940","05223",23000,95900
"006C436561   ","2013","01","Kansas              ","67037","416","05121",11181000,277200
" 680 2B709440","2012","01","Nevada              ","89103","091","05119",0,63300
" PACP2A982682","2012","06","Texas               ","77022","060","05122",17355000,994500
"007220N658   ","2013","07","Utah                ","84088","100","05219",0,497200
"005A05486A   ","2013","10","Alabama             ","35814","147","05122",4160000,281500
"008A903079   ","2013","11","Texas               ","78258","169","05224",0,89000
" 680 60L36319","2012","06","New York            ","10019","651","05119",0,93800
"005A82254A   ","2013","10","Michigan            ","48009","597","05122",403000,57800
"007050W655   ","2013","06","New York            ","11378","612","05223",10000000,281700
"009A996486   ","2013","10","North Carolina      ","28213","100","05121",14573000,73800
" 680 5152B964","2012","08","California          ","95376","091","05119",0,125100
"005207N167   ","2013","07","Utah                ","84651","620","05121",121250000,516300
" 680 1169X546","2012","01","Tennessee           ","38242","152","05219",0,206800
" 680 3B990177","2012","08","California          ","91205","599","05219",0,23000
"004D314176   ","2013","07","Nevada              ","89146","612","05121",11558000,101300
" 680 6180P003","2012","02","Virginia            ","23602","741","05119",0,4000
" 680 4B277505","2012","08","Kansas              ","66044","592","05219",0,30300
" 680 2A117912","2012","06","New Jersey          ","08817","712","05119",0,23500
" 680 5D468439","2012","08","Massachusetts       ","02324","090","05219",0,145700
" 680 2A236950","2012","06","Missouri            ","65742","091","05119",0,33100
" 680 4597W330","2012","08","New York            ","11741","755","05119",0,127700
"007C630540   ","2013","01","Indiana             ","47122","913","05122",0,5700
" 680 2775X65A","2012","02","Pennsylvania        ","19148","612","05223",34000,697500
" 680 1635R487","2012","08","South Dakota        ","57718","742","05122",525000,46800
"009D545834   ","2013","12","Indiana             ","46375","612","05145",10000000,148100
"002488C831   ","2013","12","New Jersey          ","07105","665","05121",29270000,432200
" 680 5129X890","2012","08","California          ","92025","599","05119",0,4500
" 680 2C199897","2012","08","California          ","93706","712","05219",0,174200
"003D416318   ","2013","07","Tennessee           ","37075","459","05122",400000,34100
" 680 2197C204","2012","08","North Carolina      ","28379","612","05219",0,336600
"005C51128A   ","2013","11","Utah                ","84117","612","05224",10000000,2700
"000D097948   ","2013","04","Washington          ","99166","090","05121",13441000,107800
"007219L656   ","2013","10","New York            ","12866","169","05224",60000000,68000
"005852A776   ","2013","07","Alabama             ","35223","665","05122",3255000,162700
"003C153033   ","2013","10","Colorado            ","80113","639","05121",6490000,50600
"001D948223   ","2013","05","Michigan            ","49015","169","05224",10000000,25700
" 680 9164C218","2012","08","New York            ","10017","651","05119",0,14600
" 680 9329L83A","2012","08","California          ","92507","926","05105",0,156600
" 680 4127R843","2012","07","Florida             ","33901","712","05219",0,186300
"008C953025   ","2013","04","Ohio                ","45069","091","05224",10000000,25700
"007B705430   ","2013","05","Illinois            ","60176","620","05121",15974000,139800
"007679N707   ","2013","07","New York            ","10003","169","05224",10000000,200900
"006099R454   ","2013","07","Massachusetts       ","01545","913","05223",86000,164800
"004C579607   ","2013","11","New Mexico          ","87109","100","05223",52000,1736600
"009C251664   ","2013","05","Pennsylvania        ","18954","456","05145",20000000,4600
"009C663498   ","2013","04","Michigan            ","49036","169","05224",10000000,118600
" 680 1626D824","2012","03","Wisconsin           ","53916","651","05219",0,4800
" 680 8637M743","2012","08","Missouri            ","63102","620","05121",546000,32300
"005C660075   ","2013","12","Texas               ","78070","970","05223",48000,143400
"000C427240   ","2013","12","South Carolina      ","29334","416","05121",3299000,64800
" 680 331M9727","2012","08","California          ","95356","712","05219",0,63100
"0086K80348   ","2013","06","Tennessee           ","38112","641","05121",7084000,164400
" 680 2394C494","2012","08","New York            ","10989","712","05219",0,62400
"005165B82A   ","2013","09","New Jersey          ","07024","665","05224",10000000,13400
" 680 426M0760","2012","08","Illinois            ","60625","712","05122",1071000,60300
"005852A776   ","2013","07","Alabama             ","35223","665","05119",0,33600
" 680 8793L615","2012","03","New York            ","10019","651","05119",0,12000
"005937N999   ","2013","07","Minnesota           ","55442","612","05223",62000,169400
"009181N359   ","2013","09","New York            ","12025","010","05121",1363000,71900
" 680 1951R889","2012","05","Wyoming             ","82072","456","05106",0,10100
"0034F32900   ","2013","06","New York            ","10305","665","05224",10000000,117600
" PACP7B896844","2012","08","Texas               ","78227","542","05233",0,8700
"007104L527   ","2013","01","Colorado            ","80022","169","05145",10000000,35500
"00542M8301   ","2013","12","Illinois            ","60914","620","05121",133204000,657300
" 680 6179N230","2012","07","California          ","90069","620","05121",65729000,547100
"007A157449   ","2013","10","Michigan            ","48362","612","05121",3060000,215500
"006561R587   ","2013","11","Texas               ","77056","579","05122",2776000,461800
"00222M2090   ","2013","10","Rhode Island        ","02896","169","05224",5000000,48600
"002363B774   ","2013","07","North Carolina      ","28209","719","05224",10000000,18700
" 680 3B641635","2012","08","North Carolina      ","27407","712","05219",0,53800
"002667R587   ","2013","06","Texas               ","78237","440","05121",0,16900
"000050T471   ","2013","12","Alabama             ","36201","665","05122",2901000,61000
" 680 7834P455","2012","05","Michigan            ","48312","712","05219",0,395600
"008621B096   ","2013","05","Connecticut         ","06374","915","05125",10000000,174900
"003836M398   ","2013","08","Wisconsin           ","53406","713","05224",20000000,14200
" 680 440M2834","2012","01","Indiana             ","46637","968","05122",99000,11700
" 680 4763C700","2012","06","New Jersey          ","07702","092","05106",0,2500
"008C792170   ","2013","02","Texas               ","79119","169","05121",18200000,314600
"00435H150A   ","2013","11","New York            ","14223","665","05121",2858000,63000
"003719N165   ","2013","04","Michigan            ","48357","612","05121",2184000,25900
"008D504553   ","2013","12","Tennessee           ","37067","676","05223",51000,226000
" 680 3609C409","2012","03","New Jersey          ","07407","712","05219",0,444200
" 680 2352R203","2012","07","Colorado            ","80525","092","05219",0,21100
"001481W211   ","2013","06","New York            ","10474","503","05223",62320000,3287000
"000D537750   ","2013","03","Illinois            ","60637","620","05121",0,95900
"007D25257A   ","2013","11","Colorado            ","81003","639","05224",10000000,4200
"001B644168   ","2013","12","Virginia            ","20109","620","05119",0,429800
" 680 0887N014","2012","08","Indiana             ","47404","651","05219",0,6600
